"","human","mouse"
"12396",55715,114255
"12397",29079,67381
"12398",8788,13386
"12399",10651,53375
"12406",1603,13135
"12407",374739,73407
"12408",91582,66538
"12409",51496,329506
"12410",9630,14675
"12411",11010,73690
"12412",261734,260305
"12413",7371,80914
"12414",80319,319478
"12415",6474,20429
"12416",55218,97827
"12417",57572,319899
"12418",2786,14706
"12419",256815,70909
"12420",10297,23805
"12421",10861,231583
"12422",2961,68153
"12423",55041,226971
"12424",51384,93735
"12425",1745,13390
"12426",27232,14711
"12427",875,12411
"12428",11196,207352
"12429",23590,56075
"12430",154865,214704
"12431",4507,66902
"12432",92935,212679
"12438",7045,21810
"12439",56241,71733
"12440",53834,116701
"12441",79017,110175
"12442",7417,22334
"12443",4881,18160
"12444",2036,13821
"12445",27230,28146
"12446",8666,53356
"12447",6683,50850
"12448",115908,68588
"12449",3142,15284
"12450",8851,12569
"12451",8399,26565
"12452",53349,217695
"12453",55582,75050
"12454",51280,105348
"12455",51056,66988
"12456",8651,12703
"12457",1454,27373
"12458",8490,19737
"12459",84337,66126
"12461",29966,94186
"12462",28957,66230
"12463",51061,106200
"12464",128218,230678
"12465",10690,14348
"12467",5428,18975
"12468",8540,228061
"12469",2622,104346
"12470",162394,327978
"12471",23274,74374
"12472",5337,18805
"12473",79933,68760
"12474",57332,30951
"12475",92291,381122
"12476",59084,83965
"12477",6884,99730
"12478",317781,69663
"12496",8876,22361
"12497",5620,19119
"12498",10550,65106
"12499",2206,14126
"12500",311,11744
"12501",8609,93691
"12502",9026,29816
"12503",23019,234594
"12520",5291,74769
"12521",3383,15894
"12522",388335,338369
"12523",389434,70337
"12524",114794,207393
"12525",2960,74197
"12526",1463,13004
"12535",83440,72141
"12536",65266,69847
"12537",54963,68556
"12538",482,11932
"12539",1643,107986
"12540",11338,22185
"12541",27185,244667
"12542",64084,64085
"12543",25844,28064
"12544",1798,13478
"12545",7690,72465
"12546",25797,70536
"12547",64761,243771
"12548",91612,211151
"12549",8888,54387
"12552",5261,68961
"12553",4040,16974
"12554",344892,224055
"12555",84735,338403
"12556",9508,330119
"12557",6367,20299
"12558",1902,14745
"12573",6397,74136
"12574",8505,26430
"12575",2072,50505
"12576",1652,13202
"12577",57799,224624
"12578",3562,16187
"12579",54345,20672
"12580",80205,109151
"12581",1209,56457
"12582",6653,20660
"12588",10231,53901
"12589",9727,215445
"12590",253943,229096
"12591",9804,67952
"12593",11180,83669
"12594",1512,13036
"12595",79762,226777
"12596",9570,56494
"12597",9938,232201
"12598",54443,68743
"12599",257160,235315
"12600",390212,269053
"12601",29123,77087
"12602",22890,268564
"12603",4649,270163
"12604",25948,210973
"12605",1605,13138
"12606",64801,68865
"12607",124790,71059
"12608",3561,16186
"12609",8773,20619
"12610",7068,21834
"12611",255928,329324
"12612",219988,225929
"12613",9580,20668
"12614",161823,75894
"12615",131177,18300
"12616",57412,57344
"12617",268,11705
"12618",147700,232943
"12619",84705,70359
"12620",6747,67437
"12621",4134,17758
"12622",4522,108156
"12623",548596,12716
"12624",150350,383075
"12625",1543,13076
"12626",2122,14013
"12627",27241,319845
"12628",1063,108000
"12629",55300,67073
"12630",825,12335
"12631",140766,237360
"12632",2099,13982
"12633",55577,56174
"12634",54796,242509
"12635",1820,13496
"12636",89866,89867
"12637",55863,68472
"12638",667,13518
"12639",6165,57808
"12640",1465,13007
"12641",2121,59056
"12642",64073,72275
"12643",79058,68938
"12646",26747,27275
"12647",1132,12672
"12648",2923,14827
"12649",9846,14389
"12650",51350,77055
"12653",125972,73316
"12654",10389,107815
"12655",114905,109323
"12656",4665,17937
"12657",846,12374
"12658",1146,11449
"12659",4580,17827
"12660",81543,237387
"12661",72,11468
"12662",79671,270151
"12663",11194,74610
"12664",4762,18014
"12665",25915,66706
"12666",79594,68350
"12667",11222,94062
"12668",164656,71753
"12669",5329,18793
"12670",5910,229877
"12671",7471,22408
"12672",64419,97287
"12673",84289,66262
"12674",4858,384569
"12675",183,11606
"12676",64708,26895
"12677",55052,66448
"12678",6137,270106
"12679",10465,66101
"12680",57621,381990
"12681",63917,231050
"12682",23373,382056
"12683",11316,59042
"12684",1600,13131
"12685",57596,380785
"12686",9657,320299
"12687",4626,17885
"12688",128272,213649
"12689",241,11690
"12690",8292,382864
"12691",395,11856
"12692",56676,56787
"12693",25834,67569
"12694",79258,27390
"12695",5460,18999
"12696",84264,68977
"12697",84938,242557
"12698",80745,72167
"12699",167838,378431
"12700",6904,108903
"12701",3082,15234
"12702",84691,330277
"12703",51442,170828
"12706",9805,69938
"12707",55253,100929
"12708",10631,50706
"12709",150248,333670
"12710",29934,55988
"12711",4151,17189
"12712",4016,16949
"12713",55632,217558
"12714",6281,20194
"12715",84933,75758
"12716",5610,19106
"12717",92579,68401
"12718",440699,240899
"12719",1977,13684
"12720",83787,67211
"12721",8729,107338
"12722",55811,271639
"12723",23421,67733
"12724",10670,68441
"12725",55740,13800
"12726",3308,15525
"12727",1270,12803
"12728",63941,56846
"12729",6491,20460
"12730",5528,21770
"12731",9196,16499
"12732",5018,69089
"12733",1298,12840
"12734",54020,224674
"12735",7840,236266
"12736",57693,244713
"12737",162417,217214
"12738",26022,103743
"12739",9670,230673
"12740",2571,14415
"12741",113179,100113398
"12744",24149,57908
"12745",84561,171286
"12746",81689,69046
"12747",255022,546729
"12748",91662,378425
"12749",9047,27371
"12750",4653,17926
"12751",25842,66403
"12752",1609,110524
"12753",440026,233724
"12754",55215,208836
"12755",131405,636931
"12756",5833,68671
"12757",8664,55944
"12758",1805,56429
"12761",285382,72190
"12762",7414,22330
"12763",3568,16192
"12764",91851,83453
"12765",53905,99439
"12766",27344,30052
"12767",5464,67895
"12768",826,12336
"12769",132112,239766
"12770",8491,225028
"12771",6670,20687
"12786",1997,13709
"12787",84129,102632
"12788",83752,66887
"12789",57018,56706
"12790",9293,620246
"12791",90332,74463
"12792",54681,74443
"12795",4705,67273
"12796",22914,27007
"12797",9978,56438
"12798",54974,66628
"12799",51529,66156
"12800",54858,66522
"12801",4725,595136
"12802",7399,22283
"12803",112483,69215
"12804",81846,319934
"12805",80311,236904
"12812",4728,225887
"12813",8483,214425
"12814",2687,23887
"12815",27246,67845
"12816",3652,16351
"12817",222658,66989
"12818",138046,76897
"12819",81620,67177
"12820",27068,74776
"12821",348980,15165
"12822",6542,11988
"12823",116840,216846
"12824",9445,16432
"12825",1435,12977
"12826",643866,56410
"12827",111,224129
"12828",4756,18007
"12829",4043,16976
"12830",6519,20532
"12831",6536,14664
"12832",26205,229004
"12833",11135,104445
"12834",4343,17454
"12835",8626,22061
"12836",1026,12575
"12837",81550,219249
"12838",610,15166
"12839",23259,72108
"12840",57579,68187
"12841",114799,77805
"12842",5204,56612
"12843",7128,21929
"12844",4139,226778
"12845",389941,227580
"12846",6580,20517
"12847",55127,217995
"12848",2157,14069
"12849",4901,18185
"12850",784,12297
"12851",219348,211623
"12859",55270,214254
"12860",83548,338337
"12861",3791,16542
"12862",5471,231327
"12863",5286,18704
"12864",2582,74246
"12865",9454,26558
"12866",1831,14605
"12867",121214,70061
"12868",7580,232337
"12869",1781,13427
"12870",6853,20964
"12885",7542,81909
"12889",3299,26386
"12890",27087,76898
"12891",55742,57342
"12892",54058,76964
"12893",51267,243653
"12894",127795,620779
"12895",466,11908
"12896",81619,52588
"12897",147381,12405
"12900",23593,56016
"12901",23469,213109
"12902",8484,14429
"12903",2692,14602
"12904",275,434437
"12905",6446,20393
"12906",9146,15239
"12907",7058,21826
"12908",481,11931
"12909",3036,15116
"12910",339456,69671
"12912",5100,18530
"12913",6716,94224
"12916",1308,12821
"12917",7021,21419
"12918",390190,258700
"12919",10121,54130
"12920",146754,327954
"12921",2842,14760
"12922",578,12018
"12923",223,56752
"12924",79803,20170
"12925",5052,18477
"12926",51705,59308
"12927",54751,74202
"12928",9908,23881
"12929",7317,22201
"12930",91298,68281
"12931",5134,18567
"12932",1003,12562
"12933",2810,55948
"12934",128239,404710
"12935",6472,108037
"12936",8803,20916
"12937",3725,16476
"12938",26577,76477
"12939",5187,18626
"12940",6199,58988
"12941",149095,77772
"12942",420,109978
"12943",85025,212090
"12944",4282,17319
"12945",27257,67207
"12946",10365,16598
"12947",3783,16534
"12948",27436,78798
"12949",10717,67489
"12950",55628,240476
"12951",104,110532
"12952",3094,15254
"12953",641372,217700
"12976",79178,105663
"12977",115098,234388
"12979",23295,17237
"12980",4628,77579
"12981",55768,59007
"12982",6632,20641
"12983",1943,13637
"12984",1690,12810
"12985",9087,19241
"12986",8459,22022
"12993",3737,16490
"12994",117,11517
"13007",9968,59024
"13008",140739,67921
"13010",23492,52609
"13011",9723,20349
"13012",10270,56399
"13013",4690,17973
"13014",80010,74386
"13015",51329,65105
"13016",9682,230674
"13017",1936,66656
"13018",349565,74080
"13036",5256,110094
"13037",5827,19301
"13038",10695,72029
"13039",84446,381979
"13040",54522,320816
"13041",51650,14548
"13048",1269,12802
"13049",9794,103806
"13053",6282,20195
"13056",3782,140493
"13058",290,16790
"13059",9586,231991
"13060",79143,77582
"13061",4976,74143
"13062",53938,70225
"13063",386618,67516
"13064",57180,242894
"13065",10067,24045
"13066",23400,74772
"13067",845,12373
"13068",55135,216853
"13069",55917,80281
"13070",4548,238505
"13074",221391,353344
"13075",5422,18968
"13076",146279,70426
"13077",57402,66166
"13078",6416,26398
"13079",11211,93897
"13080",2826,12777
"13081",6561,55961
"13093",2619,14451
"13094",55596,70650
"13095",2833,12766
"13096",3750,16506
"13097",377007,70788
"13098",146894,52685
"13101",84649,67800
"13102",339231,70317
"13103",54998,66077
"13104",57168,72898
"13105",51133,226823
"13106",171169,69363
"13107",55870,192195
"13108",9126,13006
"13109",23478,56529
"13110",60491,65102
"13111",63967,269582
"13112",64149,70591
"13113",5546,94315
"13114",27163,67111
"13115",4638,107589
"13116",7050,21815
"13117",3270,15464
"13118",4891,18174
"13119",8323,14368
"13120",11079,67830
"13121",5314,241035
"13122",22987,75209
"13123",919,12503
"13124",7305,22177
"13125",9267,19157
"13126",118487,66121
"13127",401944,435811
"13128",57418,216156
"13129",23122,76499
"13131",5141,18577
"13132",64600,26971
"13133",9783,242662
"13134",10347,27403
"13135",112802,56735
"13136",8911,239556
"13137",1068,26369
"13138",30812,20681
"13139",6649,20657
"13140",2775,14681
"13141",27319,59058
"13142",441381,378937
"13143",7220,22063
"13144",51428,72935
"13145",30845,57440
"13146",50832,57253
"13147",128061,66523
"13148",79755,319530
"13149",10654,68603
"13154",57649,268448
"13155",7423,22340
"13156",148641,210027
"13157",92346,75368
"13158",64928,68463
"13159",55103,78255
"13160",662,224630
"13161",23581,12365
"13162",55824,94212
"13163",602,12051
"13164",1419,12965
"13165",10001,69792
"13166",9221,70769
"13170",7629,224656
"13171",84824,98752
"13172",64747,66868
"13173",11004,73804
"13174",3297,15499
"13175",6253,20167
"13176",238,11682
"13177",1186,26373
"13178",54971,53325
"13179",55187,230895
"13180",344758,229357
"13182",122618,104759
"13183",152137,67501
"13186",8986,56613
"13187",126075,67119
"13188",84280,68815
"13190",1917,13628
"13191",51157,68992
"13192",5161,18598
"13193",7142,21959
"13194",10606,67054
"13195",7779,22782
"13196",83658,67068
"13197",2554,14394
"13199",29844,69714
"13200",23464,26912
"13202",8148,70439
"13203",55915,71835
"13204",55669,67414
"13205",390445,258420
"13206",6732,20815
"13207",6456,20404
"13208",26272,106052
"13209",5584,18759
"13210",54962,66131
"13211",9498,59033
"13212",9330,98488
"13213",6988,102791
"13214",84276,66257
"13215",91522,237759
"13216",51773,233532
"13217",3605,16171
"13218",3769,100040591
"13219",6402,20343
"13220",22854,80883
"13221",643,12145
"13222",6814,20912
"13223",23650,72169
"13224",7569,319535
"13227",4237,17150
"13228",57787,232944
"13229",10103,66805
"13230",10560,116914
"13231",9469,53374
"13232",9255,13722
"13233",7009,110213
"13234",90780,68911
"13235",54819,67966
"13236",145483,217705
"13237",27094,100502876
"13238",84296,109145
"13239",80705,211484
"13240",79676,66627
"13241",79887,66857
"13242",23553,77042
"13243",57722,56741
"13244",29953,237553
"13245",161253,140743
"13246",1370,71756
"13247",79982,70604
"13248",114823,232798
"13249",84239,224079
"13250",10946,75062
"13251",84859,70144
"13252",1942,13636
"13253",5604,26395
"13254",57544,70561
"13255",9878,268741
"13256",79442,74249
"13257",285193,67446
"13258",1740,23859
"13259",1291,12833
"13260",1358,232680
"13262",55781,67045
"13263",388698,229574
"13264",3633,16330
"13265",64770,239839
"13266",83593,54354
"13267",7102,21912
"13268",387923,72661
"13269",348995,69912
"13270",55203,246316
"13271",7171,326618
"13272",170591,268686
"13273",11340,69639
"13274",6155,19942
"13275",7283,103733
"13276",25983,68966
"13277",2303,14234
"13278",6185,20014
"13279",3824,16643
"13280",54554,69544
"13281",4142,17171
"13282",7355,22232
"13283",8522,14457
"13284",4289,27418
"13285",81575,381823
"13286",123263,69606
"13287",9842,353047
"13288",6815,56291
"13289",2693,208188
"13290",6770,20845
"13291",23042,94184
"13292",1427,12970
"13293",1785,13430
"13294",2153,14067
"13295",10285,76479
"13296",5569,18767
"13297",22876,101490
"13298",89845,224814
"13299",79660,244416
"13300",3596,16163
"13301",84948,105734
"13302",9957,15476
"13303",10232,56047
"13304",205564,320213
"13305",604,12053
"13306",10370,17684
"13307",3714,16450
"13308",84078,211255
"13309",4904,22608
"13310",29070,244608
"13311",348094,330963
"13312",54879,229681
"13313",338322,244202
"13315",7178,22070
"13316",5983,69263
"13317",5019,67041
"13319",79875,207596
"13320",23275,80294
"13321",25975,54156
"13323",5603,26415
"13324",140462,69299
"13325",80115,207495
"13326",2178,72775
"13327",10395,50768
"13328",1258,333329
"13329",79856,382083
"13330",5451,18986
"13331",114294,80907
"13332",55223,67525
"13333",23527,78618
"13334",3275,15468
"13335",27141,12684
"13336",5316,18771
"13337",11309,101488
"13338",115509,71131
"13339",220929,240186
"13340",1586,13074
"13341",8800,18631
"13342",220047,75338
"13343",900,12450
"13344",51207,27389
"13345",1800,13479
"13346",2118,18612
"13347",8022,16871
"13348",90427,171543
"13349",3566,16190
"13350",4733,13494
"13351",101,11501
"13352",441308,258397
"13353",113878,74198
"13354",84186,319885
"13355",10291,67465
"13356",150921,69852
"13357",23020,320632
"13358",256536,70571
"13361",83733,71803
"13362",79832,99003
"13363",340260,22255
"13364",5534,19058
"13365",54997,57816
"13366",4010,16917
"13368",2050,13846
"13370",84900,269695
"13371",7490,22431
"13372",5330,18796
"13373",23201,319604
"13374",2901,14809
"13375",7064,50492
"13376",84518,72383
"13377",10776,59046
"13378",116443,242443
"13379",92399,67871
"13380",92,11480
"13381",79905,209760
"13382",162515,216867
"13383",27033,58206
"13384",705,53414
"13385",79695,230145
"13386",10564,99371
"13387",3976,16878
"13388",7764,228913
"13389",4326,23948
"13390",23016,66446
"13391",203228,73205
"13394",128817,228756
"13395",56910,99138
"13396",727800,68846
"13397",10078,56844
"13398",6504,27218
"13399",302,12306
"13400",440279,208898
"13401",58528,52187
"13402",30850,237988
"13403",8942,70789
"13404",375567,319922
"13405",5888,19361
"13406",119679,404317
"13407",116541,66047
"13408",4591,68729
"13409",3249,15451
"13410",8739,12123
"13411",54606,52513
"13412",126326,209047
"13413",7593,109889
"13414",5694,19175
"13415",1081,12640
"13416",1747,13393
"13417",7016,21754
"13418",5031,233571
"13419",90204,71971
"13420",124975,71522
"13421",390174,257915
"13422",26298,13661
"13423",5621,19122
"13424",128602,72221
"13425",9382,16834
"13426",127385,18313
"13427",432,11889
"13428",55623,233802
"13429",1234,12774
"13430",78997,228858
"13431",114880,99031
"13432",285180,435626
"13433",55954,67178
"13434",1340,110323
"13435",11033,231821
"13436",338675,258573
"13437",5048,18472
"13438",570,12012
"13439",84181,71389
"13440",54704,381511
"13441",1434,110750
"13442",140902,100043899
"13443",8809,16182
"13444",56257,231803
"13445",83451,68758
"13446",84263,72479
"13447",2906,14814
"13448",128674,246313
"13449",10579,57752
"13450",388403,77864
"13451",342357,210162
"13452",391,56212
"13453",29985,106947
"13454",151,11552
"13455",10855,15442
"13456",60598,241769
"13457",7849,18510
"13458",2355,14284
"13459",6336,20264
"13460",2695,14607
"13461",10261,80719
"13462",138307,78076
"13463",84930,67121
"13464",4358,17527
"13465",84867,19259
"13467",5136,18573
"13468",51657,76571
"13469",64412,74533
"13470",3030,97212
"13471",9956,195646
"13472",2494,26424
"13473",655,12162
"13474",9784,266781
"13475",79074,98404
"13476",151056,665270
"13477",2350,14276
"13478",9334,56336
"13508",7123,21922
"13512",27091,140723
"13513",70,11464
"13514",2570,14409
"13515",29088,27395
"13516",3955,16848
"13517",102,11487
"13533",7056,21824
"13534",1054,12611
"13535",8468,94244
"13536",4159,17201
"13537",55761,74569
"13538",200634,69815
"13539",79637,276905
"13540",149685,246747
"13541",9525,20479
"13542",10957,108767
"13543",5173,18610
"13544",3067,15186
"13545",57167,99377
"13546",9032,75604
"13547",347169,259053
"13548",5225,109820
"13549",1306,12819
"13550",8508,18082
"13551",563,12007
"13552",284018,69066
"13553",119687,258248
"13554",64407,64214
"13555",3268,231801
"13556",25788,623474
"13557",23431,108011
"13558",123606,233280
"13559",4635,17896
"13560",790,69719
"13563",342527,276829
"13564",91801,67667
"13565",10125,19419
"13566",55260,70209
"13567",51144,56348
"13568",2585,69976
"13569",5105,18534
"13570",10811,241275
"13571",7369,22242
"13572",252839,66241
"13573",85449,228846
"13574",90019,55925
"13575",65992,77006
"13576",901,12452
"13577",5347,18817
"13578",81614,93790
"13582",114790,71728
"13583",11011,24086
"13584",5184,18624
"13585",4076,53872
"13586",96764,116940
"13587",6616,20614
"13588",29106,20255
"13589",10114,15259
"13590",26273,57443
"13591",10497,22249
"13592",5166,27273
"13593",51747,67684
"13594",10951,12412
"13595",55151,52076
"13599",9839,24136
"13600",155185,231842
"13601",51088,71778
"13602",7186,22030
"13603",8682,18611
"13604",663,12175
"13605",6050,107702
"13606",80352,386454
"13607",286148,381510
"13608",11325,72047
"13609",23062,74105
"13610",5090,18516
"13611",23395,102436
"13612",23786,94044
"13613",83475,102115
"13614",22843,320472
"13615",54988,272428
"13616",22918,17064
"13617",6369,56221
"13618",57038,109093
"13619",10244,227746
"13620",84823,16907
"13621",79751,68267
"13622",27429,64704
"13623",392391,258371
"13624",3553,16176
"13625",54476,108086
"13626",8402,67863
"13627",3215,15413
"13628",27434,54125
"13629",150696,192212
"13630",64395,23885
"13631",8732,24018
"13632",55304,228677
"13633",1364,57255
"13634",51363,77590
"13635",3032,231086
"13636",6517,20528
"13637",57659,75580
"13638",6340,20278
"13639",57216,93840
"13640",1500,12388
"13641",90993,26427
"13642",79813,77683
"13643",135644,195359
"13644",7385,67003
"13645",80326,22409
"13646",26051,228852
"13647",3486,16009
"13648",79029,214616
"13649",259239,629761
"13652",3991,16890
"13653",129401,69482
"13654",160428,216188
"13655",3732,12521
"13656",51599,54135
"13657",7337,22215
"13658",10642,140486
"13659",847,12359
"13660",3184,11991
"13661",27158,78797
"13662",8760,110911
"13663",10019,16923
"13664",885,12424
"13665",162989,67379
"13666",55843,76117
"13667",152006,73469
"13668",30061,53945
"13669",161742,114715
"13670",5798,19275
"13671",26130,66691
"13672",9728,70354
"13673",9152,104245
"13674",285877,432536
"13675",11227,241391
"13676",8050,27402
"13677",10827,67726
"13678",83479,67997
"13694",90506,69297
"13695",56896,65254
"13696",1174,11769
"13697",2905,14813
"13698",3203,15403
"13699",10794,56314
"13700",3837,16211
"13701",81448,258302
"13702",5861,19324
"13703",219,72535
"13704",6628,20638
"13705",4643,71602
"13706",84695,16950
"13707",1039,12585
"13708",2788,14708
"13709",10553,53415
"13710",255877,12029
"13711",246175,231464
"13712",10020,50798
"13713",147991,233115
"13714",2813,67133
"13723",54468,252875
"13724",5075,18503
"13725",9022,69454
"13727",23531,67468
"13728",388531,243923
"13729",27433,30933
"13730",2649,14536
"13731",5695,19177
"13732",56833,74748
"13733",51162,353156
"13734",9595,227929
"13735",5349,17178
"13736",84643,73470
"13737",4605,17865
"13738",51690,66094
"13739",4926,101706
"13740",152007,384009
"13741",55173,64657
"13742",8685,17167
"13743",27023,64290
"13744",57696,67848
"13745",1793,330662
"13746",4706,70316
"13747",8894,67204
"13748",284111,237831
"13749",3739,16492
"13750",399814,233918
"13751",10155,21849
"13752",2874,56310
"13753",8832,12523
"13754",169611,241327
"13755",4314,17392
"13756",55226,98956
"13757",4745,338352
"13758",64321,20671
"13759",4804,18053
"13760",2831,226304
"13761",11001,26458
"13762",126306,71912
"13763",79659,110350
"13764",80774,67803
"13765",7036,50765
"13766",7106,64540
"13767",440435,217143
"13768",85461,66860
"13769",57661,101471
"13776",3777,16527
"13777",348235,66140
"13778",57555,216856
"13779",4283,17329
"13780",5985,72151
"13781",10678,53625
"13782",3759,16518
"13784",3093,53323
"13785",162,11764
"13786",10959,56334
"13787",7706,217069
"13788",6878,21343
"13818",64689,74498
"13819",29850,56843
"13820",9447,383619
"13821",5099,54216
"13822",55114,70497
"13823",475,11927
"13824",26519,30059
"13825",29015,58207
"13826",143879,69149
"13827",84311,67036
"13828",27327,233833
"13829",2335,14268
"13830",399,74734
"13831",157724,74087
"13832",9246,56791
"13833",64750,66313
"13834",653,12160
"13835",1133,213788
"13840",23191,20430
"13841",4722,68349
"13842",1237,12776
"13843",7277,22145
"13844",1408,12953
"13845",84073,104601
"13846",996,217232
"13847",64170,332579
"13848",239,11684
"13849",2116,14008
"13850",26330,14447
"13853",54816,235469
"13854",27290,20731
"13855",140880,78240
"13861",1277,12842
"13862",91752,241514
"13863",153201,246049
"13864",6837,20933
"13865",64682,17222
"13866",26151,66176
"13867",5723,100678
"13868",55884,59043
"13869",5050,18476
"13870",9873,207278
"13871",9337,69125
"13873",768,230099
"13874",10953,67145
"13875",3201,15401
"13892",6338,20277
"13893",79145,66433
"13894",56155,83560
"13895",10210,106021
"13896",392309,56015
"13897",1742,13385
"13898",414332,332578
"13899",29107,56488
"13900",25921,228136
"13901",81031,170441
"13902",25927,380686
"13903",54812,216549
"13904",30815,50935
"13905",23316,13048
"13906",285126,231098
"13907",5711,66998
"13908",162461,544806
"13909",55686,381269
"13910",120586,258763
"13911",26267,269529
"13912",2189,60534
"13913",79094,69065
"13914",23404,227715
"13915",5537,67857
"13916",57619,27428
"13917",140730,241770
"13918",6150,19935
"13919",130617,68818
"13920",146956,268465
"13921",60496,67618
"13922",161,11772
"13923",8690,77532
"13924",2130,14030
"13925",692094,100039672
"13926",57684,320633
"13927",7980,21789
"13931",8910,20392
"13932",30837,192157
"13933",5275,241196
"13934",84929,98970
"13935",55192,69408
"13936",54894,207742
"13937",116540,68499
"13938",59307,24058
"13939",7274,50500
"13940",9101,84092
"13941",5476,19025
"13942",255061,93670
"13943",5870,19346
"13944",1353,69802
"13945",23242,12808
"13947",5066,18484
"13948",83990,237911
"13949",5498,19044
"13950",20,11305
"13951",81844,384309
"13953",2628,67092
"13954",152831,83379
"13955",165545,93838
"13956",79666,71801
"13957",283742,68215
"13958",23510,70382
"13959",51759,227707
"13960",58488,18559
"13961",55329,17427
"13962",9111,64685
"13963",390,74194
"13964",8045,66985
"13965",27111,228765
"13966",29994,407823
"13982",10077,27027
"13983",124961,193043
"13984",150280,75828
"13985",10140,22057
"13986",51412,83766
"13987",123169,235497
"13988",580,12021
"13989",23099,71834
"13990",2207,14127
"13991",8895,70568
"13992",4340,17441
"13993",8501,72401
"13994",3636,16332
"13997",84079,245886
"13998",51605,66926
"13999",7507,22590
"14000",8929,18935
"14001",57419,94249
"14002",27348,30934
"14003",84923,28081
"14004",7136,21953
"14005",25891,210622
"14006",43,11423
"14007",58499,242466
"14008",374768,74288
"14012",2976,71752
"14013",51136,76892
"14014",1956,13649
"14015",2741,14654
"14016",79893,217039
"14017",26005,277939
"14018",28,80908
"14019",5445,330260
"14020",286365,258600
"14021",9905,97761
"14022",26219,258620
"14023",762,12351
"14024",9679,77938
"14025",2218,246179
"14026",147199,338417
"14027",79922,217038
"14028",786,12299
"14029",6692,20732
"14030",664,12176
"14031",55656,72656
"14032",138724,67317
"14033",115811,75732
"14034",6169,67671
"14035",80727,78339
"14036",3218,15416
"14037",54675,66586
"14038",56776,54418
"14039",9837,69270
"14040",79577,214498
"14041",2558,110886
"14042",440275,27103
"14043",64405,104010
"14044",55122,433693
"14045",6804,20907
"14046",84515,66634
"14047",254531,99010
"14048",5930,19647
"14049",7781,22784
"14050",10477,22193
"14051",349149,118446
"14052",7433,22354
"14053",9745,243937
"14054",440955,69384
"14055",6614,20612
"14056",84140,73873
"14057",50940,241489
"14058",4821,18088
"14059",81030,58203
"14060",8195,59030
"14061",257629,72074
"14062",151525,72137
"14063",123879,233805
"14064",54861,20623
"14065",51377,56207
"14066",7046,21812
"14069",343450,240776
"14070",5862,59021
"14071",6789,58231
"14072",5216,18643
"14073",3092,215114
"14074",118672,214580
"14075",2014,13732
"14076",617,66821
"14077",9241,18121
"14078",9716,11834
"14079",5203,109054
"14080",8673,22320
"14081",325,20219
"14082",158427,272027
"14083",10368,54376
"14084",23546,58867
"14085",5273,241197
"14086",2768,14673
"14087",118471,22264
"14088",8807,16174
"14089",55293,54122
"14090",10434,18777
"14091",2250,14176
"14092",2516,26423
"14093",11136,30962
"14094",7391,22278
"14095",4190,17449
"14096",283208,320452
"14097",51099,67469
"14098",9654,67534
"14099",23549,13437
"14100",3623,16322
"14101",5202,18637
"14102",146,11550
"14103",124995,107732
"14104",11339,70645
"14105",128368,258710
"14106",60529,11695
"14107",55183,51869
"14108",131616,66079
"14109",55363,93966
"14110",25862,224836
"14111",26225,75423
"14112",27092,54377
"14113",10961,67397
"14114",79443,17281
"14115",390157,258575
"14116",81282,259113
"14117",51087,53422
"14118",80851,79566
"14119",6391,66052
"14120",129685,63856
"14125",7415,269523
"14126",84306,68079
"14127",51203,108907
"14128",79814,75986
"14129",112479,71151
"14130",51188,26901
"14131",2188,100040608
"14132",79183,76080
"14133",2271,14194
"14134",10983,12453
"14137",881,442829
"14138",306,11745
"14139",10563,55985
"14140",56301,53896
"14141",1892,93747
"14142",1539,74914
"14143",6613,170930
"14144",23586,230073
"14145",55661,228889
"14146",23626,26972
"14147",51108,59052
"14148",55646,17089
"14149",7251,22088
"14150",219493,259017
"14151",84532,68738
"14152",9853,100213
"14153",22998,77569
"14154",114789,227731
"14155",23446,100434
"14156",6363,24047
"14157",2214,246256
"14158",201191,217125
"14159",55861,52840
"14160",130574,320343
"14161",8165,11640
"14163",54739,327959
"14164",1674,13346
"14165",9705,240690
"14166",7782,22785
"14167",64975,107733
"14168",5164,18604
"14169",338707,330671
"14170",54621,231668
"14171",56344,29865
"14172",23420,211548
"14173",51642,52443
"14174",7035,21788
"14175",1114,12653
"14176",150290,75219
"14177",10146,27041
"14178",349667,269295
"14179",9236,72278
"14180",387733,73835
"14181",23394,11538
"14182",130612,319998
"14183",779,12292
"14184",5742,19224
"14185",10945,68137
"14186",6668,78912
"14187",51226,56358
"14188",7378,22271
"14189",83659,21689
"14190",5079,18507
"14191",115584,233836
"14192",64376,67143
"14193",3745,16500
"14194",117246,56095
"14195",124641,246257
"14196",150763,215456
"14197",2844,338346
"14198",79039,71990
"14199",8698,13611
"14200",25807,279766
"14203",9141,56330
"14204",550,11993
"14205",10522,54006
"14206",80025,74450
"14207",55607,243725
"14208",368,27421
"14209",5496,14208
"14210",57720,277463
"14211",151126,241494
"14212",50485,54380
"14213",140689,228942
"14214",5889,114714
"14215",182,16449
"14216",27296,73603
"14217",7442,193034
"14218",10229,12850
"14219",2,232345
"14220",10422,98766
"14221",2800,76899
"14222",92170,212508
"14223",7425,381677
"14224",2040,13830
"14225",79716,228961
"14226",79780,66396
"14227",51340,66877
"14228",55342,20744
"14229",158131,258616
"14230",29085,75454
"14231",554251,319701
"14232",56913,94192
"14233",6119,68240
