Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
Brca1,"RING Finger Protein 53","breast cancer 1, early onset","Metalloprotease that specifically cleaves 'Lys-63'-linked polyubiquitin chains. Does not have activity toward 'Lys-48'-linked polyubiquitin chains. Component of the BRCA1-A complex, a complex that specifically recognizes 'Lys-63'-linked ubiquitinated histones H2A and H2AX at DNA lesions sites, leading to target the BRCA1-BARD1 heterodimer to sites of DNA damage at double-strand breaks (DSBs). In the BRCA1-A complex, it specifically removes 'Lys-63'-linked ubiquitin on histones H2A and H2AX, antagonizing the RNF8-dependent ubiquitination at double-strand breaks (DSBs). Catalytic subunit of the BRISC complex, a multiprotein complex that specifically cleaves 'Lys-63'-linked ubiquitin in various substrates. Mediates the specific 'Lys-63'-specific deubiquitination associated with the COP9 signalosome complex (CSN), via the interaction of the BRISC complex with the CSN complex. The BRISC complex is required for normal mitotic spindle assembly and microtubule attachment to kinetochores via its role in deubiquitinating NUMA1. Plays a role in interferon signaling via its role in the deubiquitination of the interferon receptor IFNAR1; deubiquitination increases IFNAR1 activity by enhancing its stability and cell surface expression. Down-regulates the response to bacterial lipopolysaccharide (LPS) via its role in IFNAR1 deubiquitination.","genomic instability","Mus musculus","The chromosomal translocation t(X;14)(q28;q11) in T-cell pro-lymphocytic leukaemia breaks within one gene and activates another",10.1126/science.1102618,mmu04151,"PI3K-Akt signaling pathway",12189
Brca2,"Breast Cancer Type 2 Susceptibility Protein","breast cancer 2, early onset","Involved in double-strand break repair and/or homologous recombination. Binds RAD51 and potentiates recombinational DNA repair by promoting assembly of RAD51 onto single-stranded DNA (ssDNA). Acts by targeting RAD51 to ssDNA over double-stranded DNA, enabling RAD51 to displace replication protein-A (RPA) from ssDNA and stabilizing RAD51-ssDNA filaments by blocking ATP hydrolysis.","genomic instability","Mus musculus","Genetic mapping of the Brca2 breast cancer susceptibility gene on mouse chromosome 5",10.1126/science.1102619,unknown,Unknown,12190
Bscl2,"Berardinelli-Seip Congenital Lipodystrophy 2 (Seipin)","Berardinelli-Seip congenital lipodystrophy 2 (seipin)","Plays a crucial role in the formation of lipid droplets (LDs) which are storage organelles at the center of lipid and energy homeostasis (By similarity).In association with TMEM159/LDAF1, defines the sites of LD formation in the ER.","deregulated nutrient sensing","Mus musculus","Seipin ablation in mice results in severe generalized lipodystrophy",10.1126/science.1102620,unknown,Unknown,14705
Btk,"xi; xid; AI528679","Bruton agammaglobulinemia tyrosine kinase","Ibrutinib suppressed phosphorylation of BTK in neutrophils at lower doses and ITK in CD4+T cells at higher doses in CE-treated mice.","NF-κB related gene","Mus musculus","Amelioration of age-related brain function decline by Bruton's tyrosine kinase inhibition",10.1111/acel.13079,mmu04064,"NF-kappa B signaling pathway",12229
Bub1b,"Bubr1; Mad3l; Bub1a","BUB1B, mitotic checkpoint serine/threonine kinase","BUB1B is a mitotic checkpoint that controls chromosome segregation and maintains genetic stability.","genomic instability","Mus musculus","BubR1 Insufficiency Causes Early Onset of Aging-Associated Phenotypes and Infertility in Mice",10.1126/science.1102621,mmu04110,"Cell cycle",12236
Bub3,"BUB3 Budding Uninhibited By Benzimidazoles 3 Homolog","BUB3 mitotic checkpoint protein","Has a dual function in spindle-assembly checkpoint signaling and in promoting the establishment of correct kinetochore-microtubule (K-MT) attachments. Promotes the formation of stable end-on bipolar attachments. Necessary for kinetochore localization of BUB1. The BUB1/BUB3 complex plays a role in the inhibition of anaphase-promoting complex or cyclosome (APC/C) when spindle-assembly checkpoint is activated and inhibits the ubiquitin ligase activity of APC/C by phosphorylating its activator CDC20. This complex can also phosphorylate MAD1L1. Regulates chromosome segregation during oocyte meiosis.",others,"Mus musculus","Bub3 is a spindle assembly checkpoint protein regulating chromosome segregation during mouse oocyte meiosis",10.1126/science.1102622,mmu04110,"Cell cycle",12237
C1qa,"Complement Component 1, Q Subcomponent, Alpha Polypeptide","complement component 1, q subcomponent, alpha polypeptide","C1q associates with the proenzymes C1r and C1s to yield C1, the first component of the serum complement system. The collagen-like regions of C1q interact with the Ca2+-dependent C1r2C1s2?proenzyme complex, and efficient activation of C1 takes place on interaction of the globular heads of C1q with the Fc regions of IgG or IgM antibody present in immune complexes.",others,"Mus musculus","The mouse C1q genes are clustered on chromosome 4 and show conservation of gene organization",10.1126/science.1102623,unknown,Unknown,12259
Cacna1a,"Cav2.1; Ea2; Apca","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit","CACNA1A mediates calcium ions in a variety of processes such as cell division and gene expression.",others,"Mus musculus","Ion Channels--Basic Science and Clinical Disease",10.1126/science.1102624,mmu04010,"MAPK signaling pathway",12286
Camk4,"CAM Kinase- GR","calcium/calmodulin-dependent protein kinase IV","Calcium/calmodulin-dependent protein kinase that operates in the calcium-triggered CaMKK-CaMK4 signaling cascade and regulates, mainly by phosphorylation, the activity of several transcription activators, such as CREB1, MEF2D, JUN and RORA, which play pivotal roles in immune response, inflammation, and memory consolidation. In the thymus, regulates the CD4+/CD8+?double positive thymocytes selection threshold during T-cell ontogeny. In CD4 memory T-cells, is required to link T-cell antigen receptor (TCR) signaling to the production of IL2, IFNG and IL4 (through the regulation of CREB and MEF2). Regulates the differentiation and survival phases of osteoclasts and dendritic cells (DCs). Mediates DCs survival by linking TLR4 and the regulation of temporal expression of BCL2. Phosphorylates the transcription activator CREB1 on 'Ser-133' in hippocampal neuron nuclei and contribute to memory consolidation and long term potentiation (LTP) in the hippocampus. Can activate the MAP kinases MAPK1/ERK2, MAPK8/JNK1 and MAPK14/p38 and stimulate transcription through the phosphorylation of ELK1 and ATF2. Can also phosphorylate in vitro CREBBP, PRM2, MEF2A and STMN1/OP18. May be involved in spermatogenesis.",others,"Mus musculus","CBP: a signal-regulated transcriptional coactivator controlled by nuclear calcium and CaM kinase IV",10.1126/science.1102625,mmu04211,"Longevity regulating pathway",12326
Camkk2,"CaM-Kinase Kinase Beta","calcium/calmodulin-dependent protein kinase kinase 2, beta","Calcium/calmodulin-dependent protein kinase belonging to a proposed calcium-triggered signaling cascade involved in a number of cellular processes. Phosphorylates CAMK1, CAMK4 and CAMK1D (By similarity). Efficiently phosphorylates 5'-AMP-activated protein kinase (AMPK) trimer, including that consisting of PRKAA1, PRKAB1 and PRKAG1. This phosphorylation is stimulated in response to Ca2+?signals.",others,"Mus musculus","Loss of Ca2+/calmodulin kinase kinase beta affects the formation of some, but not all, types of hippocampus-dependent long-term memory",10.1126/science.1102626,mmu04211,"Longevity regulating pathway",207565
Cat,"Epididymis Secretory Sperm Binding Protein",catalase,"Catalase is an antioxidant that protects cells from hydrogen peroxide. CAT overexpression targeted to mitochondria extends longevity in mice, but this appears to be related to a lower incidence of cardiac pathology rather than delayed ageing.",others,"Mus musculus","Cardiac-specific Overexpression of Catalase Prolongs Lifespan and Attenuates Ageing-Induced Cardiomyocyte Contractile Dysfunction and Protein Damage",10.1126/science.1102627,mmu04211,"Longevity regulating pathway",12359
Cbx7,"Chromobox Homolog 7","chromobox 7","Component of a Polycomb group (PcG) multiprotein PRC1-like complex, a complex class required to maintain the transcriptionally repressive state of many genes, including Hox genes, throughout development.","genomic instability","Mus musculus","Polycomb CBX7 has a unifying role in cellular lifespan",10.1126/science.1102628,unknown,Unknown,52609
Ccl1,"Scy; I-30; P500","C-C Motif Chemokine Ligand 1","It has cytokine activity.","senescence-associated secretory phenotype","Mus musculus","Myocardial Infarction Superimposed on Aging: MMP-9 Deletion Promotes M2 Macrophage Polarization",10.1093/gerona/glv034,unknown,Unknown,20290
Ccl19,"ELC; Scya; CKb11","chemokine (C-C motif) ligand 19","CCL19-expressing fibroblastic stromal cells in murine lung carcinoma control tumor growth.","NF-κB related gene","Mus musculus","Mechanisms of aging in senescence-accelerated mice",10.1186/gb-2005-6-6-r48,mmu04064,"NF-kappa B signaling pathway",24047
Ccl2,"JE; MCA; MCP","chemokine (C-C motif) ligand 2","This gene is one of several cytokine genes clustered on chromosome 11. Chemokines are a superfamily of secreted proteins involved in immunoregulatory and inflammatory processes.","senescence-associated secretory phenotype","Mus musculus","Assessment of retinal function and morphology in aging Ccl2 knockout mice",10.1167/iovs.14-15334,unknown,Unknown,20296
Ccl3,"Scy; LD78","chemokine (C-C motif) ligand 3","Monokine with inflammatory, pyrogenic and chemokinetic properties. Has a potent chemotactic activity for eosinophils.","senescence-associated secretory phenotype","Mus musculus","Time-Dependent Changes in Local and Serum Levels of Inflammatory Cytokines as Markers for Incised Wound Aging of Skeletal Muscles",10.1620/tjem.245.29,unknown,Unknown,20302
Ccl4,"Mip; Scy","chemokine (C-C motif) ligand 4","Monokine with inflammatory and chemokinetic properties.","NF-κB related gene","Mus musculus","Age-related brain expression and regulation of the chemokine CCL4/MIP-1β in APP/PS1 double-transgenic mice",0.1097/NEN.0000000000000060,mmu04064,"NF-kappa B signaling pathway",20303
Ccl7,"Scy; fic","chemokine (C-C motif) ligand 7 [Mus musculus","Chemotactic factor that attracts monocytes and eosinophils, but not neutrophils.","senescence-associated secretory phenotype","Mus musculus","Differential effects of ageing on cytokine and chemokine responses during type-1 (mycobacterial) and type-2 (schistosomal) pulmonary granulomatous inflammation in mice",10.1016/s0047-6374(01)00372-4,unknown,Unknown,20306
Ccn2,"Igfbp8; Ctgf","cellular communication network factor 2","CTGF is an important growth factor secreted by vascular endothelial cells.","stem cell exhaustion","Mus musculus","Expression of Connective Tissue Growth Factor, a Biomarker in Senescence of Human Diploid Fibroblasts, Is Up-Regulated by a Transforming Growth Factor-Beta-Mediated Signaling Pathway",10.1126/science.1102629,unknown,Unknown,14219
Ccna2,"Ccna; Ccn1","cyclin A2","Important cyclin involved in cell cycle control, CCNA2 could be a downstream target of pathways related to senescence and ageing.","stem cell exhaustion","Mus musculus","Aging Increases CCN1 Expression Leading to Muscle Senescence",10.1126/science.1102630,mmu04218,"Cellular senescence",12428
