"","human","mouse"
"10170",2260,14182
"10171",84705,70359
"10172",5426,18973
"10173",54512,109075
"10174",3166,15371
"10175",55764,81896
"10176",7818,65111
"10177",54900,240754
"10178",3083,54426
"10179",2946,68312
"10180",2178,72775
"10181",8491,225028
"10182",54914,230393
"10183",8572,30794
"10184",4858,384569
"10185",126299,232969
"10186",51554,252837
"10187",79731,244141
"10188",10403,67052
"10189",64897,72357
"10190",7042,21808
"10191",3868,16666
"10192",3790,238076
"10193",8482,20361
"10194",1208,109791
"10195",55070,76375
"10197",26073,67811
"10198",54468,252875
"10199",23646,18807
"10200",51646,383295
"10201",4957,18286
"10202",63874,105501
"10203",221078,74455
"10204",9446,14873
"10205",2913,108069
"10206",1544,13077
"10207",79864,70989
"10208",2900,110637
"10209",2150,14063
"10210",7158,27223
"10211",5880,19354
"10212",9702,74360
"10213",2868,14772
"10214",5898,56044
"10215",54509,23912
"10216",1235,12458
"10217",7018,22041
"10218",51149,68067
"10219",2219,14134
"10220",53635,84113
"10221",4666,17938
"10222",55884,59043
"10223",51179,56185
"10224",3608,67781
"10225",4691,17975
"10226",270,229665
"10227",27257,67207
"10228",79707,74035
"10229",55622,74196
"10230",80194,66990
"10231",10289,68969
"10232",23334,230676
"10233",341,11812
"10234",56898,69772
"10235",3726,16477
"10236",6194,20104
"10239",173,280662
"10242",5052,18477
"10243",65125,232341
"10244",5906,109905
"10245",23026,244281
"10246",8602,75416
"10247",60491,65102
"10248",51631,192196
"10249",55790,234356
"10250",114625,27028
"10251",9333,74176
"10252",64783,229700
"10253",80003,270109
"10254",54454,320817
"10255",6331,20271
"10256",1540,74256
"10257",4004,109594
"10258",5071,50873
"10259",23518,226412
"10260",79572,224088
"10261",65985,78894
"10262",26155,57741
"10263",8804,433375
"10264",729238,20387
"10265",64856,246228
"10266",26532,258939
"10267",5074,114774
"10268",5444,18979
"10269",3157,208715
"10270",4850,53621
"10271",10242,72413
"10272",55175,217194
"10273",10129,320365
"10274",80254,28135
"10275",124801,268490
"10276",10327,58810
"10277",825,12335
"10278",8484,14429
"10279",6478,20439
"10280",10055,56459
"10281",80133,78258
"10282",23612,27280
"10283",81628,78829
"10284",64388,23893
"10285",3172,15378
"10288",84164,75452
"10289",54478,109212
"10290",64321,20671
"10291",6462,20415
"10292",2767,14672
"10293",2165,14060
"10294",54531,70427
"10295",9246,56791
"10296",51075,66958
"10297",23181,64451
"10298",22839,228836
"10299",8575,23992
"10300",2132,14043
"10301",10398,98932
"10302",2820,14571
"10303",2263,14183
"10304",10794,56314
"10306",7764,228913
"10307",51099,67469
"10308",1051,12608
"10309",8455,11990
"10310",387893,67956
"10311",10621,70408
"10312",55656,72656
"10313",5621,19122
"10314",80210,78795
"10315",65010,171429
"10316",482,11932
"10317",10488,12913
"10318",9640,233410
"10319",11136,30962
"10320",8202,17979
"10321",25841,99382
"10322",23125,216874
"10323",7456,215280
"10324",9705,240690
"10325",3069,110611
"10326",10961,67397
"10327",10216,96875
"10328",10564,99371
"10329",79948,216152
"10330",51096,217109
"10331",4771,18016
"10332",3685,16410
"10335",54431,66861
"10336",768,230099
"10337",54866,72112
"10338",10113,50907
"10339",733,69379
"10340",58488,18559
"10341",2967,209357
"10342",11034,56431
"10343",30968,66592
"10344",4925,53322
"10345",50624,16433
"10346",83460,66048
"10347",96764,116940
"10348",26610,77766
"10349",9816,382038
"10350",11317,19668
"10351",6136,269261
"10352",6003,246709
"10353",5575,19085
"10354",55161,67878
"10355",56478,74203
"10356",229,230163
"10357",79137,227298
"10358",6045,19821
"10359",55224,214253
"10360",51085,58805
"10361",55129,102566
"10362",64066,234911
"10363",2348,14275
"10364",10318,57783
"10365",10603,23921
"10366",79777,67131
"10370",2879,625249
"10371",26173,68510
"10372",10816,629747
"10373",1652,13202
"10374",51136,76892
"10375",10825,50877
"10376",91373,227620
"10377",112479,71151
"10378",5593,19092
"10379",5742,19224
"10380",5138,207728
"10381",138151,67991
"10382",23154,26562
"10383",6804,20907
"10384",6837,20933
"10385",27092,54377
"10386",4967,18293
"10387",23152,71722
"10388",10906,231712
"10389",644096,68332
"10390",55643,208198
"10391",375056,338366
"10392",7464,107684
"10393",29015,58207
"10394",55612,241639
"10395",23526,70719
"10396",91369,71452
"10397",9793,75786
"10398",50717,98193
"10399",6461,230126
"10400",8195,59030
"10401",22950,20534
"10402",7251,22088
"10403",3417,15926
"10404",23195,100019
"10405",93408,59310
"10406",152559,231474
"10407",53841,72040
"10408",6834,20930
"10409",54502,245945
"10410",22872,69162
"10411",6051,215615
"10412",80310,71785
"10413",57146,233806
"10414",651,110075
"10415",1232,12771
"10416",1292,12834
"10417",5322,18784
"10418",10280,18391
"10419",6291,20211
"10420",1636,11421
"10421",57082,76464
"10422",124152,434232
"10423",140883,64453
"10424",79685,50724
"10436",318,66401
"10438",51455,56210
"10439",653,12160
"10440",79953,433485
"10441",8690,77532
"10442",55298,75212
"10443",580,12021
"10444",81030,58203
"10445",10592,14211
"10446",7054,21823
"10447",6338,20277
"10448",6431,67996
"10449",3934,16819
"10450",4632,17901
"10451",8636,68475
"10452",79034,231868
"10453",84804,211798
"10454",51142,14004
"10455",25822,56323
"10456",25802,93689
"10457",26330,14447
"10458",4358,17527
"10459",23637,227800
"10460",81873,74192
"10461",22834,268469
"10462",8942,70789
"10463",9728,70354
"10464",54714,30952
"10465",63926,319196
"10466",7705,26465
"10467",9842,353047
"10468",55665,72046
"10469",55568,171212
"10470",55584,231252
"10471",5360,18830
"10472",57171,57170
"10473",3218,15416
"10474",84268,69723
"10475",80228,269717
"10476",1412,12958
"10477",9536,64292
"10478",79733,108961
"10479",8792,21934
"10480",9314,16600
"10481",9935,16658
"10482",6285,20203
"10483",51074,56369
"10484",51271,67123
"10485",833,27267
"10486",79109,227743
"10487",5245,18673
"10488",51287,68185
"10489",58498,17898
"10490",57144,241656
"10491",6198,72508
"10492",90,11477
"10493",5023,18436
"10494",5154,18590
"10495",1271,12804
"10499",51447,76500
"10500",5455,18993
"10501",2205,14125
"10502",10019,16923
"10506",10241,76815
"10507",55192,69408
"10508",54472,54473
"10509",140710,320706
"10510",56654,18146
"10511",6238,81910
"10512",3232,15434
"10513",54877,227449
"10514",1183,12727
"10515",6790,20878
"10516",10006,11308
"10517",4034,231798
"10518",81490,27388
"10519",1844,13537
"10520",5933,19650
"10521",5887,19359
"10522",56647,66165
"10523",11231,140740
"10524",994,12531
"10525",22895,19894
"10526",11132,23830
"10527",3985,16886
"10528",26115,77097
"10529",971,12517
"10530",10672,14674
"10531",56155,83560
"10532",57194,11982
"10533",9568,242425
"10534",6915,21390
"10535",2811,14723
"10536",9022,69454
"10537",84939,68114
"10538",3795,16548
"10540",10844,74237
"10541",23046,16565
"10542",1140,11443
"10543",64601,80743
"10544",547,16560
"10545",27348,30934
"10546",5026,94045
"10547",1373,227231
"10548",2669,14579
"10549",9776,51897
"10550",81027,545486
"10551",2865,233080
"10553",79154,192970
"10554",7274,50500
"10555",9138,16801
"10556",6511,20513
"10557",23305,216739
"10558",710,12258
"10559",3676,16401
"10560",4927,19069
"10561",1346,12865
"10562",201895,68552
"10563",57863,94332
"10564",7036,50765
"10565",834,12362
"10566",11066,76167
"10567",6624,14086
"10568",51174,56427
"10569",2741,14654
"10570",5452,18987
"10571",127833,20980
"10572",254531,99010
"10573",10054,50995
"10574",65264,268470
"10575",7458,22384
"10576",4047,16987
"10577",183,11606
"10578",10775,66161
"10579",54942,230234
"10580",2644,320415
"10581",8785,17183
"10582",79029,214616
"10583",79411,74577
"10584",8563,107829
"10585",283450,269700
"10586",2953,14872
"10587",10320,22778
"10588",7851,228576
"10589",5972,19701
"10590",3384,15896
"10591",6675,107652
"10592",6754,20608
"10593",409,216869
"10594",29994,407823
"10595",6508,20536
"10596",3235,15438
"10597",4940,246727
"10598",54503,243983
"10599",10807,68112
"10600",27304,69372
"10601",29915,67933
"10602",23767,71436
"10603",3837,16211
"10604",60,11461
"10605",2081,78943
"10606",27231,69564
"10607",842,12371
"10608",10077,27027
"10609",6258,20183
"10610",51593,83701
"10611",79728,233826
"10612",9526,24070
"10613",23541,67815
"10614",10730,27377
"10615",11045,109637
"10616",1951,107934
"10617",55825,111175
"10618",9991,230257
"10619",3766,16513
"10620",23587,54351
"10621",7046,21812
"10622",58495,107586
"10623",7175,108989
"10624",9814,78887
"10625",55720,104662
"10627",23762,74309
"10628",9824,228482
"10629",148229,67331
"10630",64320,57751
"10631",56833,74748
"10632",9491,228769
"10633",146754,327954
"10636",11309,101488
"10637",54799,103537
"10638",11142,18769
"10639",55293,54122
"10640",2709,14622
"10641",7850,16178
"10642",51588,59004
"10643",64405,104010
"10644",3690,16416
"10645",6888,21351
"10646",55311,72667
"10647",5897,19374
"10648",8525,104418
"10649",57119,75526
"10650",91752,241514
"10651",79905,209760
"10652",51304,69035
"10653",23396,18717
"10654",51690,66094
"10655",23049,233789
"10656",7716,22344
"10657",23474,66071
"10658",3732,12521
"10659",116285,117147
"10660",844,12372
"10661",26206,433700
"10662",2867,233079
"10663",54861,20623
"10664",4703,17996
"10665",4010,16917
"10666",1954,269878
"10667",9833,17279
"10668",23510,70382
"10669",100129250,100504309
"10670",64847,217116
"10671",4591,68729
"10672",3557,16181
"10673",9987,50926
"10675",54765,80985
"10676",10528,67134
"10677",55028,276852
"10678",2567,14407
"10679",4176,17220
"10680",60509,231093
"10681",1081,12640
"10682",5075,18503
"10683",53353,94217
"10684",54518,54519
"10685",54845,207920
"10686",3249,15451
"10687",27285,24084
"10688",7405,78610
"10689",64377,68947
"10690",862,12395
"10691",9111,64685
"10693",7157,22059
"10694",169611,241327
"10695",5020,18429
"10696",1025,107951
"10697",10406,67701
"10698",10125,19419
"10699",57003,67163
"10700",51728,67005
"10701",55317,69596
"10702",30851,76281
"10703",26519,30059
"10704",57645,71592
"10705",9173,17082
"10706",1479,228410
"10707",11117,100952
"10708",8209,28295
"10712",3787,16538
"10713",51171,66065
"10714",9184,12237
"10715",9238,21379
"10716",10287,56470
"10717",8685,17167
"10718",4830,18102
"10719",3838,16647
"10720",3004,16904
"10721",79797,381410
"10722",29766,50875
"10723",7056,21824
"10724",64506,12877
"10730",83468,74782
"10731",7100,53791
"10732",54886,272031
"10733",1841,21915
"10734",3929,16803
"10735",1755,12945
"10736",4005,16909
"10737",57053,504186
"10738",2215,246256
"10739",161,11772
"10740",25850,22648
"10741",11072,56405
"10742",25790,71870
"10743",3955,16848
"10744",5105,18534
"10745",7781,22784
"10746",6223,20085
"10747",79838,74424
"10748",64682,17222
"10749",55009,69770
"10750",6296,20216
"10751",9024,75770
"10752",5321,18783
"10753",23247,233865
"10754",631,12075
"10755",4702,68375
"10756",11122,19281
"10757",55654,69470
"10758",27158,78797
"10759",1892,93747
"10760",5319,18778
"10761",283459,384281
"10762",5273,241197
"10763",333,11803
"10764",90362,242297
"10765",2116,14008
"10766",2494,26424
"10767",23418,170788
"10768",1717,13360
"10769",7827,170484
"10770",3675,16400
"10771",11019,79464
"10772",55234,74255
"10773",6678,20692
"10774",55151,52076
"10775",11232,50776
"10776",9040,22192
"10777",43,11423
"10778",2931,606496
"10779",1174,11769
"10780",5997,19735
"10781",79932,100317
"10782",1816,13492
"10783",79148,118453
"10784",57282,94229
"10785",9440,234959
"10786",78997,228858
"10787",4191,17448
"10788",55636,320790
"10789",60626,101489
"10790",10749,16562
"10791",1050,12606
"10793",8767,192656
"10794",79832,99003
"10795",23460,76184
"10796",8534,76969
"10797",55226,98956
"10798",6343,20287
"10799",5597,50772
"10800",5982,19718
"10801",643376,100270744
"10802",55111,78670
"10803",4314,17392
"10804",1153,12696
"10805",3080,50702
"10806",259266,12316
"10807",6050,107702
"10809",51657,76571
"10810",129080,140703
"10811",217,11669
"10812",5608,26399
"10813",23172,109359
"10814",3755,241794
"10815",8550,17165
"10816",1488,13017
"10817",23645,17872
"10818",51226,56358
"10819",8727,54366
"10820",56914,57329
"10821",57419,94249
"10822",5330,18796
"10823",4342,17451
"10824",7226,28240
"10825",2218,246179
"10826",6612,20610
"10827",27033,58206
"10828",9825,263876
"10829",10951,12412
"10830",10494,59041
"10831",8013,18124
"10832",56937,65112
"10833",551,11998
"10834",84942,71968
"10835",9283,171469
"10836",5879,19353
"10837",70,11464
"10838",11320,269181
"10839",5111,18538
"10840",23392,230249
"10841",9649,241308
"10842",6396,110379
"10843",81833,67652
"10844",10614,192231
"10845",8884,330064
"10846",6827,20922
"10847",3212,103889
"10848",6795,20871
"10849",10319,23928
"10850",1675,11537
"10851",23020,320632
"10852",6525,29856
"10853",2859,64095
"10854",1420,12966
"10855",7371,80914
"10856",7349,22226
"10857",2872,17347
"10858",5578,18750
"10859",2646,231103
"10860",54953,226499
"10861",113178,56214
"10862",2768,14673
"10863",84516,59288
"10864",9675,75425
"10865",55684,227624
"10866",10579,57752
"10867",23217,103406
"10868",23135,216850
"10869",309,11749
"10870",25903,320078
"10871",64787,98845
"10872",9355,16870
"10873",23397,215387
"10874",8508,18082
"10875",10110,27219
"10876",116985,69710
"10877",29106,20255
"10878",22999,116837
"10879",57038,109093
"10880",51286,57754
"10882",5861,19324
"10883",5066,18484
"10884",5184,18624
"10885",55657,103836
"10895",1644,13195
"10896",57150,66291
"10897",196743,212503
"10898",29903,232821
"10899",7461,269713
"10900",10773,241322
"10901",2628,67092
"10902",80007,68277
"10903",5133,18566
"10904",6120,66646
"10905",9496,21387
"10906",5723,100678
"10907",10156,54153
"10908",4706,70316
"10913",51506,66155
"10914",50488,50932
"10915",6169,67671
"10916",23580,56699
"10917",1539,74914
"10918",10434,18777
"10919",51374,381629
"10920",7150,21969
"10921",27124,170835
"10922",152006,73469
"10923",27091,140723
"10924",10678,53625
"10925",10669,68567
"10926",1134,11435
"10927",79817,214944
"10928",79751,68267
"10929",9120,104681
"10930",57048,70310
"10931",4320,17385
"10932",9735,208628
"10933",239,11684
"10934",55177,67809
"10935",11065,68612
"10936",3632,212111
"10937",10690,14348
"10938",10068,16068
"10939",9956,195646
"10940",430,17173
"10941",1107,216848
"10942",1032,12581
"10943",11325,72047
"10948",5695,19177
"10949",56894,28169
"10950",10114,15259
"10953",4288,17345
"10954",51316,231507
"10955",163,71770
"10956",9970,12355
"10957",8021,227720
"10958",51162,353156
"10959",997,216150
"10960",881,442829
"10961",246,11687
"10962",56981,100042784
"10963",11011,24086
"10964",4635,17896
"10965",55014,67727
"10966",7111,21916
"10967",57162,67245
"10968",6311,20239
"10969",51450,20204
"10970",10254,56324
"10971",9745,243937
"10972",7296,50493
"10973",767,12319
"10974",79183,76080
"10975",23528,226442
"10976",1803,13482
"10977",6917,21399
"10978",7273,22138
"10979",8490,19737
"10980",5537,67857
"10981",6621,227644
"10982",23531,67468
"10983",10097,66713
"10984",6150,19935
"10985",5047,227630
"10986",54363,15112
"10987",20,11305
"10988",7855,14367
"10989",6224,67427
"10990",3665,54123
"10991",2355,14284
"10992",9839,24136
"10993",5348,56188
"10994",79056,228413
"10995",126393,243912
"10996",85360,71709
"10997",9577,107976
"10998",10463,109108
"10999",4686,433702
"11000",6421,71514
"11001",55040,71889
"11002",56934,72605
"11003",10020,50798
"11004",57817,84506
"11005",9936,66205
"11006",5275,241196
"11007",6786,20866
"11008",9486,98388
"11009",1856,13543
"11010",80031,214968
"11011",9738,101565
"11012",2558,110886
"11013",53373,252972
"11014",755,67884
"11015",4133,17756
"11016",7706,217069
"11017",2523,14343
"11018",10272,83554
"11019",5118,18542
"11020",8924,15204
"11021",29099,76501
"11022",9962,54338
"11023",7515,22594
"11024",5002,18400
"11025",4325,17389
"11026",2077,13875
"11027",9966,326623
"11028",10904,53619
"11029",55957,75660
"11030",699,12235
"11031",417,11870
"11032",7106,64540
"11033",55660,56194
"11034",22893,228536
"11035",9256,207777
"11036",6885,26409
"11037",5136,18573
"11038",9969,327987
"11040",30850,237988
"11041",22844,666060
"11042",26298,13661
"11043",1386,11909
"11044",7139,21956
"11045",57468,57138
"11046",4616,17873
"11047",7701,77264
"11048",10741,26450
"11049",79066,67493
"11050",4780,18024
"11051",471,108147
"11052",2271,14194
"11053",51575,66580
"11054",726,12337
"11055",51340,66877
"11056",2130,14030
"11057",26151,66176
"11058",1123,108699
"11059",51542,245944
"11060",79831,77035
"11061",11056,78394
"11062",60468,12014
"11063",8682,18611
"11064",2934,227753
"11065",6646,20652
"11066",7141,21958
"11068",79712,227835
"11069",58472,59010
"11070",64096,14588
"11071",9134,12448
"11074",26235,269514
"11075",3236,15430
"11076",9990,107723
"11077",54498,228608
"11078",6662,20682
"11079",1581,13122
"11080",54784,72041
"11081",79913,109275
"11082",56301,53896
"11083",3094,15254
"11084",9421,15110
"11085",1509,13033
"11086",57136,71881
"11087",79577,214498
"11088",7145,21961
"11089",90355,52392
"11090",140609,59125
"11091",10651,53375
"11092",91646,71981
"11093",785,12298
"11094",1613,13144
"11096",80705,211484
"11097",1428,12971
"11098",752,57778
"11099",51138,26891
"11100",9479,19099
"11101",23385,59287
"11102",5211,18641
"11103",2965,14884
"11104",2196,245827
"11105",326,11634
"11106",5778,320139
"11107",7016,21754
"11108",7288,56734
"11109",2800,76899
"11110",8742,21944
"11111",63982,228432
"11112",10994,216136
"11113",3208,15444
"11114",24141,76161
"11115",7559,231866
"11116",5317,18772
"11117",53615,17192
"11118",9569,57080
"11119",79899,72446
"11120",5896,19373
"11121",9537,277414
"11122",1793,330662
"11123",54585,93730
"11125",7351,22228
"11126",83990,237911
"11129",79816,114606
"11130",26013,241764
"11131",7048,21813
"11132",6923,217066
"11133",80781,12822
"11134",9340,93896
"11135",55262,231807
"11136",25957,66625
"11137",2645,103988
"11138",6385,20971
"11139",23363,98733
"11140",79713,101883
"11141",847,12359
"11142",7425,381677
"11143",26093,243846
"11144",9883,107939
"11145",64425,64424
"11146",51517,80987
"11147",4745,338352
"11148",10959,56334
"11149",7358,22235
"11150",3184,11991
"11160",5730,19215
"11161",587,12036
"11162",8836,14590
"11163",3268,231801
"11164",10044,27387
"11165",2649,14536
"11166",4099,17136
"11167",11064,26920
"11168",954,12496
"11169",55343,228368
"11170",51754,242409
"11171",339479,215378
"11172",79694,242362
"11173",10290,11790
"11174",80221,264895
"11175",25926,68979
"11176",23367,73158
"11177",4948,18431
"11178",10625,117198
"11179",7462,56743
"11181",9757,75410
"11182",51642,52443
"11183",4159,17201
"11184",79101,75316
"11185",51651,217057
"11186",25876,70997
"11187",8741,69583
"11188",64975,107733
"11189",29924,13854
"11190",8732,24018
"11191",10196,71974
"11192",7022,21420
"11193",201191,217125
"11194",6363,24047
"11195",22847,668501
"11196",4867,53885
"11197",23099,71834
"11198",9552,216873
"11199",55777,109241
"11200",6752,20606
"11201",24146,60363
"11202",10190,98258
"11203",5774,545622
"11204",5937,56878
"11205",2683,14595
"11206",898,12447
"11207",8568,18114
"11208",9784,266781
"11209",22926,226641
"11210",8913,12291
"11211",2027,13808
"11212",5476,19025
"11213",4851,18128
"11214",64376,67143
"11216",80179,66196
"11217",6598,20587
"11218",64866,109332
"11219",10362,15353
"11220",51759,227707
"11221",57538,116904
"11222",30813,114889
"11223",64080,71336
"11224",9553,66845
"11225",23140,195018
"11226",5579,18751
"11227",29058,70612
"11228",55063,381678
"11229",23277,74148
"11230",25907,72309
"11231",26528,70248
"11232",8468,94244
"11233",6141,19899
"11234",1145,11448
"11235",11253,227619
"11236",37,11370
"11237",11245,381413
"11238",114881,71240
"11239",1476,13014
"11240",11224,66489
"11241",9595,227929
"11242",10213,59029
"11243",25987,244152
"11244",187,23796
"11245",6351,20303
"11246",26273,57443
"11247",64853,108909
"11248",50848,16456
"11249",23353,77053
"11250",81554,94254
"11251",56475,67874
"11252",1500,12388
"11253",8288,13861
"11254",5338,18806
"11255",79706,66801
"11256",8480,66679
"11257",5451,18986
"11258",7188,22033
"11259",4440,17690
"11260",955,12497
"11261",1949,13643
"11262",1759,13429
"11263",10025,216154
"11264",23349,230085
"11265",9179,11781
"11269",27095,27096
"11270",6628,20638
"11271",3984,16885
"11272",7089,21886
"11273",729230,12772
"11274",7130,21930
"11275",268,11705
"11276",27006,67112
"11277",59336,230025
"11278",89797,78286
"11281",8612,50784
"11282",3217,15415
"11283",30012,27140
"11287",55746,234865
"11288",5335,18803
"11289",5870,19346
"11290",11261,56398
"11291",2901,14809
"11292",9141,56330
"11293",4076,53872
"11294",23239,98432
"11295",5746,213527
"11296",5236,72157
"11297",79895,241633
"11298",81558,215512
"11301",11014,66913
"11302",23308,50723
"11306",9546,57267
"11307",27179,54448
"11308",10575,12464
"11309",23325,319277
"11310",26261,71176
"11311",9101,84092
"11312",54919,433956
"11313",6928,21410
"11314",7140,21957
"11317",4118,17153
"11318",79145,66433
"11319",4605,17865
"11320",734,209212
"11321",55092,214359
"11322",57403,19334
"11323",10371,20346
"11324",55251,245867
"11325",6597,20586
"11326",5725,19205
"11327",100,11486
"11328",56902,66249
"11329",113177,71564
"11330",2852,76854
"11331",10998,26459
"11332",9828,207212
"11333",3712,56357
"11334",7385,67003
"11335",4593,18198
"11336",79919,71874
"11337",54566,54357
"11338",27065,18196
"11339",408,109689
"11340",23586,230073
"11341",27130,16348
"11342",25,11350
"11343",81627,98685
"11344",9931,78455
"11345",10314,14768
"11346",3636,16332
"11347",2036,13821
"11348",56606,117591
"11349",6207,68052
"11350",51805,230027
"11351",84253,99326
"11352",973,12518
"11353",6714,20779
"11354",23394,11538
"11355",390,74194
"11356",90233,619331
"11357",56904,227700
"11358",27296,73603
"11359",27097,102162
"11360",51499,69076
"11361",2615,434215
"11362",54826,252876
"11363",2906,14814
"11364",3814,280287
"11365",5605,26396
"11366",2056,13856
"11367",55843,76117
"11368",10005,170789
"11369",727897,74180
"11370",10634,78926
"11371",7473,22415
"11372",83475,102115
"11373",8161,12812
"11374",114049,66138
"11375",3219,15417
"11376",91949,233824
"11377",5434,66420
"11378",10798,258640
"11379",3552,16175
"11380",9520,19155
"11381",55146,72881
"11382",8760,110911
"11383",8809,16182
"11384",57091,320664
"11385",55367,57913
"11386",666,51800
"11387",1306,12819
"11388",54988,272428
"11389",27249,109129
"11390",55617,75812
"11391",23201,319604
"11392",55505,66181
"11393",6948,21452
"11394",10975,66594
"11395",79980,66934
"11396",9679,77938
"11397",204,11637
"11398",3975,16869
"11399",8233,22183
"11400",7593,109889
"11401",2001,13711
"11402",9928,381293
"11403",51507,66404
"11404",728,12273
"11405",9704,71723
"11406",7584,22646
"11407",23424,100121
"11408",9337,69125
"11409",6557,20495
"11410",10513,66884
"11411",3231,15429
"11412",374291,75406
"11413",11321,74254
"11414",90199,277343
"11415",56926,103425
"11416",79730,70918
"11417",117246,56095
"11418",114791,233276
"11419",513,66043
"11420",286205,320271
"11421",7378,22271
"11422",30814,26970
"11423",4318,17395
"11424",25792,68379
"11425",4633,17906
"11427",4921,18214
"11428",23177,216543
"11429",23203,66865
"11430",11267,27681
"11431",9391,26371
"11432",2760,14667
"11437",2590,108148
"11438",54476,108086
"11439",79780,66396
"11440",120526,99349
"11441",84298,66225
"11442",7369,22242
"11443",3566,16190
"11444",23746,114230
"11445",56300,215257
"11446",4065,17076
"11447",84302,67063
"11448",56924,214230
"11449",11213,73914
"11450",78992,74766
"11451",29767,50876
"11452",64750,66313
"11453",22925,18779
"11454",53904,667663
"11455",24147,14221
"11456",10868,74270
"11457",5164,18604
"11458",4942,18242
"11459",4946,18245
"11460",5347,18817
"11461",4868,54631
"11462",23254,71529
"11463",5029,18442
"11464",54828,192197
"11465",51144,56348
"11466",79814,75986
"11467",58528,52187
"11468",11001,26458
"11469",10652,56418
"11470",55357,381605
"11471",55139,52231
"11472",11138,54610
"11473",51341,16969
"11474",55626,228361
"11475",9266,19158
"11477",200576,18711
"11478",3170,15376
"11479",655,12162
"11480",57664,69217
"11481",3899,16764
"11482",51087,53422
"11487",6749,20833
"11488",79414,233067
"11489",55854,69082
"11490",27235,71883
"11491",57446,29812
"11492",53905,99439
"11493",83451,68758
"11494",126321,73822
"11495",4975,18378
"11499",9447,383619
"11500",51400,72590
"11501",1365,12739
"11502",57226,108755
"11503",1028,12577
"11504",51377,56207
"11505",2488,14308
"11507",9318,12848
"11508",151,11552
"11509",5957,19674
"11510",55718,26939
"11511",1622,13167
"11512",5498,19044
"11513",54922,69903
"11514",26225,75423
"11515",4322,17386
"11516",6324,20266
"11517",960,12505
"11518",9380,76238
"11519",10078,56844
"11520",55061,96935
"11521",7360,216558
"11522",1366,53624
"11523",29107,56488
"11524",7169,22004
"11525",55771,270906
"11526",908,12466
"11527",7429,22349
"11528",84263,72479
"11529",10438,57316
"11530",2769,14676
"11531",8526,56077
"11532",477,98660
"11533",5719,23997
"11534",56996,83704
"11535",6504,27218
"11536",2553,14391
"11537",79894,319475
"11538",51078,67026
"11539",30833,50773
"11540",1268,12801
"11541",883,70266
"11542",4928,269966
"11544",1385,12912
"11545",55223,67525
"11546",8050,27402
"11547",55321,108832
"11548",8941,12570
"11549",26053,319974
"11550",8725,19777
"11552",1337,12861
"11553",223,56752
"11554",1785,13430
"11555",84720,56703
"11556",306,11745
"11557",7490,22431
"11559",2691,14601
"11563",2887,14783
"11564",25980,68295
"11565",433,11890
"11566",2050,13846
"11567",8929,18935
"11568",617,66821
"11569",10716,21375
"11570",4025,76113
"11571",51606,108664
"11572",27290,20731
"11573",3420,170718
"11574",54780,67872
"11575",9191,21945
"11576",7743,230162
"11577",79690,330217
"11578",64446,432611
"11579",4255,17314
"11580",336,11807
"11581",368,27421
"11582",51744,18106
"11583",9204,100177
"11584",79673,67230
"11585",26517,30055
"11586",57663,57775
"11587",826,12336
"11588",1314,12847
"11589",8609,93691
"11590",6433,231769
"11591",5654,56213
"11592",22807,22779
"11593",79716,228961
"11594",1465,13007
"11595",3213,15410
"11596",29796,66152
"11597",399665,98952
"11598",79269,242418
"11599",60598,241769
"11600",996,217232
"11601",10368,54376
"11602",10856,20174
"11603",4353,17523
"11604",51552,68365
"11605",4924,18220
"11606",55421,66874
"11607",2570,14409
"11608",23410,64384
"11609",219,72535
"11610",50487,237625
"11611",22868,75619
"11612",57369,14617
"11613",5930,19647
"11614",2531,70750
"11615",5496,14208
"11616",79047,233107
"11618",80342,215243
"11619",56061,28018
"11620",4779,18023
"11621",54868,320534
"11622",50940,241489
"11623",26005,277939
"11624",2821,14751
"11625",5116,18541
"11626",1902,14745
"11627",56623,64436
"11628",7052,21817
"11629",8439,18201
"11630",3090,15248
"11631",91442,101831
"11634",29088,27395
"11635",23204,54208
"11636",23262,227399
"11637",8890,13667
"11638",3664,54139
"11639",81890,60507
"11640",2356,14287
"11641",6833,20927
"11642",2207,14127
"11643",4801,18045
"11644",7136,21953
"11645",6929,21423
"11646",6738,20822
"11647",54187,94181
"11648",7166,21990
"11649",57099,74268
"11650",6614,20612
"11651",8839,22403
"11652",6556,18173
"11653",7327,22213
"11654",2006,13717
"11655",2040,13830
"11656",19,11303
"11657",3773,16517
"11658",5524,110854
"11659",8601,58175
"11660",5050,18476
"11661",8943,11776
"11662",22932,22788
"11663",1133,213788
"11664",23242,12808
"11665",4712,230075
"11666",59342,74617
"11667",220988,229279
"11668",1820,13496
"11669",192669,214150
"11670",7262,22113
"11671",57020,71517
"11672",7442,193034
"11673",54867,68796
"11674",11338,22185
"11675",3623,16322
"11676",4238,216760
"11677",5438,69920
"11678",2620,14453
"11679",7783,22787
"11680",8564,98256
"11681",7337,22215
"11682",27131,69178
"11683",23595,50793
"11684",3694,16420
"11685",10522,54006
"11686",22881,140577
"11687",51298,21830
"11688",29094,216551
"11689",6996,21665
"11690",54039,59093
"11691",9032,75604
"11692",6362,20302
"11693",9905,97761
"11694",5954,19672
"11695",4676,17955
"11696",4137,17762
"11697",30837,192157
"11698",1742,13385
"11699",27019,68922
"11700",10444,227693
"11701",10841,14317
